Seperator Type,Three-Fold Run,TP,FP,FN,TN,Accuracy,Sensitivity,Specificity,Precision,Miss Rate,False discovery rate,False omission rate,ROC_AUC,PR Logistic,Included Muts
TP3_FP0:Uterine,0,2,0,9,12,0.6086956521739131,0.18181818181818182,1.0,1.0,0.8181818181818182,0.0,0.42857142857142855,0.8636363636363636,0.9288537549407115,106
TP3_FP0:Uterine,1,1,0,5,17,0.782608695652174,0.16666666666666666,1.0,1.0,0.8333333333333334,0.0,0.22727272727272727,0.6666666666666666,0.7536231884057971,106
TP3_FP0:Uterine,2,4,0,7,12,0.6956521739130435,0.36363636363636365,1.0,1.0,0.6363636363636364,0.0,0.3684210526315789,0.8181818181818181,0.9051383399209486,106
TP3_FP0:Uterine,3,3,0,3,17,0.8695652173913043,0.5,1.0,1.0,0.5,0.0,0.15,0.8333333333333333,0.8768115942028984,106
TP3_FP0:Uterine,4,3,0,4,16,0.8260869565217391,0.42857142857142855,1.0,1.0,0.5714285714285714,0.0,0.2,0.9285714285714286,0.9503105590062111,106
TP3_FP0:Uterine,5,7,0,9,7,0.6086956521739131,0.4375,1.0,1.0,0.5625,0.0,0.5625,0.875,0.9619565217391304,106
TP3_FP0:Uterine,6,3,0,4,16,0.8260869565217391,0.42857142857142855,1.0,1.0,0.5714285714285714,0.0,0.2,0.7857142857142857,0.8509316770186335,106
TP3_FP0:Uterine,7,5,0,11,7,0.5217391304347826,0.3125,1.0,1.0,0.6875,0.0,0.6111111111111112,0.8125,0.9429347826086957,106
TP3_FP0:Uterine,8,3,0,3,17,0.8695652173913043,0.5,1.0,1.0,0.5,0.0,0.15,0.8333333333333333,0.8768115942028984,106
TP3_FP0:Uterine,9,4,0,4,15,0.8260869565217391,0.5,1.0,1.0,0.5,0.0,0.21052631578947367,0.875,0.9184782608695652,106
TP3_FP0:Uterine,10,5,0,4,14,0.8260869565217391,0.5555555555555556,1.0,1.0,0.4444444444444444,0.0,0.2222222222222222,0.8333333333333333,0.8985507246376814,106
