Seperator Type,Three-Fold Run,TP,FP,FN,TN,Accuracy,Sensitivity,Specificity,Precision,Miss Rate,False discovery rate,False omission rate,ROC_AUC,PR Logistic,Included Muts
FP=0:Colrec,0,31,18,79,232,0.7305555555555555,0.2818181818181818,0.928,0.6326530612244898,0.7181818181818181,0.3673469387755102,0.2540192926045016,0.580509090909091,0.4498383291058804,470
FP=0:Colrec,1,30,17,80,233,0.7305555555555555,0.2727272727272727,0.932,0.6382978723404256,0.7272727272727273,0.3617021276595745,0.25559105431309903,0.5823272727272728,0.45315667393764186,470
FP=0:Colrec,2,30,17,80,233,0.7305555555555555,0.2727272727272727,0.932,0.6382978723404256,0.7272727272727273,0.3617021276595745,0.25559105431309903,0.5823636363636364,0.46016089503018376,470
FP=0:Colrec,3,30,19,80,231,0.725,0.2727272727272727,0.924,0.6122448979591837,0.7272727272727273,0.3877551020408163,0.2572347266881029,0.5836545454545455,0.4498665789544988,470
FP=0:Colrec,4,31,18,79,232,0.7305555555555555,0.2818181818181818,0.928,0.6326530612244898,0.7181818181818181,0.3673469387755102,0.2540192926045016,0.5779272727272728,0.45873067635856457,470
FP=0:Colrec,5,30,19,80,231,0.725,0.2727272727272727,0.924,0.6122448979591837,0.7272727272727273,0.3877551020408163,0.2572347266881029,0.5803636363636364,0.45660864639457427,470
FP=0:Colrec,6,32,19,78,231,0.7305555555555555,0.2909090909090909,0.924,0.6274509803921569,0.7090909090909091,0.37254901960784315,0.2524271844660194,0.5820727272727273,0.453716625263446,470
FP=0:Colrec,7,32,20,78,230,0.7277777777777777,0.2909090909090909,0.92,0.6153846153846154,0.7090909090909091,0.38461538461538464,0.2532467532467532,0.5752727272727274,0.4582433623802376,470
FP=0:Colrec,8,32,18,78,232,0.7333333333333333,0.2909090909090909,0.928,0.64,0.7090909090909091,0.36,0.25161290322580643,0.5833454545454546,0.4547064184546467,470
FP=0:Colrec,9,32,19,78,231,0.7305555555555555,0.2909090909090909,0.924,0.6274509803921569,0.7090909090909091,0.37254901960784315,0.2524271844660194,0.5837272727272728,0.45846108625588144,470
FP=0:Colrec,10,30,17,80,233,0.7305555555555555,0.2727272727272727,0.932,0.6382978723404256,0.7272727272727273,0.3617021276595745,0.25559105431309903,0.5824909090909092,0.45866449494228556,470
