row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
APC2|10297,20.8498092210835,1.32145533342584,0.34397707022485696,3.84169599607908,0.000122187112389025,0.00101007340534551
AXIN1|8312,2534.0396493264498,0.250502071834327,0.10056353919693099,2.49098305245379,0.0127390196118403,0.0430528939138117
AXIN2|8313,1587.0427740417401,1.0534014059321302,0.344151465699242,3.0608656679460697,0.0022069808638196103,0.010626400649593
BAMBI|25805,2025.8707565550897,1.67039439650731,0.39535147098989004,4.2250870910507405,2.38848389136962e-05,0.00025583600184028596
BTRC|8945,1040.5911171449302,0.240552179742179,0.0977443104871062,2.46103510826762,0.0138536808755574,0.0460715968682408
CACYBP|27101,5330.3902558152795,0.593715821685416,0.125691275086395,4.7236040948532,2.31701275199513e-06,3.48945604680169e-05
CAMK2D|817,1123.7241778183,0.7481206967218159,0.19939140986867898,3.75202069745399,0.000175414978328411,0.0013662678123274
CCND1|595,7824.267471835079,0.8417221089134929,0.24346174646919697,3.4573074461206503,0.000545601997714903,0.00346164333678477
CCND3|896,2515.90472077782,-0.39120909374395796,0.14144570165117099,-2.7657899050813697,0.00567851061762966,0.0226304352708162
CSNK1A1|1452,9440.5199962233,0.266730151315483,0.0958797199715544,2.7819245967199,0.00540375934450295,0.0217781287063167
CTNNBIP1|56998,2778.2639029351003,0.62882567206674,0.15584803360192098,4.034864332474879,5.463385574346379e-05,0.000519618295603789
DKK1|22943,880.482922091256,3.02871764102718,0.6445213148866159,4.69917374502966,2.61216157125754e-06,3.86708028620019e-05
DKK2|27123,83.37562015747709,-1.09128346135103,0.441729101599505,-2.47048124608381,0.0134931393712045,0.0451197965951963
DKK4|27121,2665.96120571658,7.827550050939619,0.966580811656635,8.098184814494589,5.578527712819261e-16,9.80157106033068e-14
DVL3|1857,5518.406995417779,-0.56698900233288,0.10062403765270099,-5.63472720394915,1.75335660734055e-08,5.07510590246116e-07
FZD10|11211,1373.0440857726899,1.7541448449210102,0.396367517155298,4.425551461710049,9.61962198650264e-06,0.00011842718401330501
FZD7|8324,1140.36430402051,-1.0603648143925999,0.333172503247463,-3.1826300311614104,0.00145943967120045,0.007610668215085909
GPC4|2239,3138.1471065350397,0.895783234562998,0.314288647578253,2.8501927812711094,0.004369273756269921,0.0184322985126551
LEF1|51176,1869.59924049148,1.05518031704101,0.354128066149509,2.9796574118345203,0.00288570920628392,0.0132176435860661
NFATC3|4775,997.6115362021969,0.300103747371141,0.09694464287430499,3.09561971114015,0.00196402074742529,0.00969186590655989
NFATC4|4776,2320.82407453856,-0.532396607817777,0.21188144255304803,-2.5127099447819,0.011980779439441999,0.0410143586005851
NKD1|85407,622.427295369116,1.15286264037905,0.45984630475122995,2.50706079067599,0.0121739772350342,0.0415762598495711
NLK|51701,1045.27441817146,-0.298891603328917,0.10997165457118699,-2.71789675707242,0.00656983346911045,0.0254285152588903
PORCN|64840,1438.08753424404,0.844409122310639,0.245092139512803,3.4452721494421,0.0005704846998127019,0.00359559740001524
PRICKLE2|166336,954.777530877682,-0.6990641926870121,0.250153090732979,-2.79454549467556,0.00519727273630705,0.0211073343285138
PRKCG|5582,160.823478567583,-2.29671261843783,0.518347688399806,-4.43083410968422,9.386928366752691e-06,0.00011606183653460301
RAC2|5880,1164.267859352,-0.617601680155469,0.24571908911053097,-2.5134460753175496,0.0119558054293871,0.0409428590785815
RHOA|387,19503.073500213897,0.305626052462832,0.0896959680820182,3.40735552553897,0.000655956244952114,0.00402100670770581
SENP2|59343,1496.86602507678,-0.894725042758638,0.133973346103115,-6.67838095250675,2.4159636048882898e-11,1.57116074694521e-09
SFRP1|6422,2133.3200908231797,-1.45209518310559,0.345126261888014,-4.20743172415191,2.5828940431227498e-05,0.000274167290321933
SFRP4|6424,3627.41331173769,-1.8396375767263702,0.527851443644057,-3.4851426454881205,0.000491874747691887,0.0031832798695536303
SFRP5|6425,111.864650674392,-1.4976894357271102,0.566467946031924,-2.64390853219204,0.00819547994326082,0.030294497107881
SKP1|6500,9764.411008128991,0.237224791807041,0.0918742495595339,2.58205964069748,0.00982126107543602,0.0349289522977598
TBL1XR1|79718,8449.349611537891,-0.9303209083550391,0.13573158528009,-6.85412246851216,7.17515937398197e-12,5.283766259590401e-10
TCF7|6932,1311.24153827289,0.657782163362837,0.255741377625477,2.5720599829024704,0.0101095374531348,0.0357510655343025
WIF1|11197,341.540544952203,1.8349183274363101,0.650531733070824,2.82064384280626,0.00479273810382292,0.0198016799132783
WNT10A|80326,731.0087385224049,-2.63065668386036,0.444797528454406,-5.91427900465506,3.3333244852693497e-09,1.1859478080080302e-07
WNT16|51384,16.7082391260781,-1.5800297602271203,0.4780674800484121,-3.30503501318917,0.0009496453568737939,0.00540995349777648
WNT2B|7482,37.4089134241201,-0.8565037435429351,0.28247802642894604,-3.03210750361986,0.00242852696634455,0.0114996205994991
WNT4|54361,286.913649324921,-1.3547021323416,0.380529205710671,-3.5600477230429,0.000370787404088806,0.0025304503250081
WNT7A|7476,2521.4149784645,-3.4385199551024903,0.442171898524808,-7.77643257424142,7.45983148823557e-15,1.05225651203774e-12
WNT9B|7484,3.80648590946863,-1.68707804979971,0.639110487523327,-2.63972831417218,0.00829725137080348,0.0305897193000541
