row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ALKBH3|221120,625.8595452277,-1.22494836819657,0.25547653618605604,-4.794758792660599,1.62870682372225e-06,2.56873997473674e-05
APLF|200558,185.07871256932302,-0.6279877708670699,0.17086185479065602,-3.6754123478086798,0.00023746556114420602,0.00175643840093
ATR|545,1278.28511739716,-0.31959296194041,0.12420969078521499,-2.57301149306502,0.0100817859733341,0.0356781224462689
C19orf40|91442,120.237181552915,-0.541296407640353,0.196330449076724,-2.7570680461736203,0.00583222132702973,0.0231371347158656
CCNH|902,998.626441094097,0.355100283903986,0.104421430371255,3.4006456590517904,0.000672269089786201,0.00410910890095136
CDK7|1022,1235.44725314086,0.327646790662265,0.111013325316183,2.9514185772660695,0.0031631793191789197,0.0142391557822809
CHAF1A|10036,1501.66384216544,0.47172830891289896,0.150659179034853,3.13109570843851,0.00174155393539739,0.00880366954949995
CLK2|1196,2467.48147510844,-0.31058381085615805,0.11059687249639999,-2.80825129902535,0.00498113401002036,0.0204207732943571
DCLRE1C|64421,722.6297670202609,-0.5919887613485071,0.135240864394375,-4.37729205591448,1.2016291216603698e-05,0.000143095310980127
DDB2|1643,836.3458237419079,0.8598138141891469,0.17943594012784897,4.79175918479053,1.6532526823222001e-06,2.6011147393895397e-05
DUT|1854,2422.85425466508,0.34314037153446103,0.13535498286324,2.5351144396447003,0.0112410596418281,0.038941270256973
EME2|197342,29.6907697391285,0.693809799153323,0.239888224392816,2.89222116220766,0.00382528566812497,0.01657734139605
ERCC3|2071,2390.21555333238,-0.24418108089379,0.0708154300998311,-3.44813383961036,0.000564474251797752,0.00356332154538575
FANCE|2178,459.231495420424,-0.48331162428614505,0.16440268883701903,-2.93980364740431,0.00328420297048671,0.0146639735842284
FANCM|57697,276.33493894077003,-0.40231885753608204,0.151663265837364,-2.6527112898090204,0.0079848135752814,0.0296616869274641
GEN1|348654,921.1216473966199,-0.5167220272748629,0.136513392578244,-3.78513798181889,0.000153623317907943,0.00121851841465378
GTF2H4|2968,1520.59140691821,-0.3617525727323979,0.0928770028116417,-3.89496389613311,9.82133575414607e-05,0.000849751026100614
GTF2H5|404672,1866.35210875261,0.334865933328831,0.12772577844791802,2.6217568403028197,0.00874778199966429,0.031840464011135
H2AFX|3014,5137.11696030012,0.40989690412883,0.166439111136547,2.4627438907226002,0.0137878363894545,0.0459059778724689
MDC1|9656,1941.4497263454998,-0.339706174352541,0.11032618235154999,-3.07910748937258,0.00207621756951435,0.0101257944770812
MLH1|4292,976.5782051576691,-0.85033384524213,0.249453642494385,-3.40878504213972,0.000652528750046742,0.00400310899339548
MPG|4350,2716.26135962784,0.885302054136555,0.154255001657574,5.7392113359268,9.511846228788281e-09,3.00035086555322e-07
MSH6|2956,3140.4596554184805,-0.388766288116687,0.119380755700602,-3.25652393331874,0.00112785421715958,0.00620764953099721
NEIL2|252969,1056.4572612608301,0.7372654711594,0.15168879466687,4.8603818942496,1.1715952339455601e-06,1.94102998642924e-05
PMS2L3|5387,147.086282086253,-0.8450897079005408,0.19195901680206,-4.40244861626877,1.0703594509455099e-05,0.000129856449439362
POLG|5428,1904.5288449258103,0.409316638756445,0.0882428162459437,4.63852646787279,3.50902003101134e-06,4.97069810616387e-05
POLM|27434,1052.12042854411,-0.426651848985527,0.11901756802972502,-3.58478043240617,0.000337361901749575,0.00234305093344105
POLQ|10721,531.574558851061,-0.6664525083331551,0.195291839853567,-3.4125978270923705,0.00064346826897934,0.003957221193631
RAD23B|5887,6962.94888412548,0.321182859005385,0.11018084997781201,2.915051563589,0.0035562977992118603,0.0156606031049147
RAD52|5893,313.916194199349,-0.5907472021743579,0.154346188503963,-3.8274168471558196,0.000129495109367489,0.0010589324314218699
RAD54B|25788,559.673642580978,-0.7813107976881759,0.21653263968293301,-3.60828186841598,0.000308231512446475,0.00217741677285522
RECQL5|9400,2152.7603663926197,-0.5647946187926279,0.159125239901452,-3.54937167191333,0.000386151628084661,0.0026183537950358
RECQL|5965,1122.34263095562,-0.385951352873729,0.152503354318217,-2.53077287774533,0.0113811518112154,0.0393569605551679
RIF1|55183,1028.8885892127198,-0.5827962409126171,0.19957132136803896,-2.92024042792127,0.00349761432656746,0.0154481179627665
RPA4|29935,2.8559022189261496,-1.00538854716171,0.40675228446699896,-2.4717465286744504,0.0134454810220163,0.0449904752540905
TDG|6996,1181.82514761548,0.33363314376124104,0.116862922435681,2.8549101529175402,0.00430490055624952,0.0182298431589171
TOPBP1|11073,1864.45825600082,-0.61807685721927,0.140958052258348,-4.3848283040011005,1.1607729670675e-05,0.000139139931360635
XPA|7507,432.58322651809897,0.410344002612622,0.114122877677854,3.5956331540372,0.00032360355391320095,0.0022655642030344
XPC|7508,1875.1509678370398,0.242006912606041,0.0931993096337595,2.59665992760079,0.00941350720698514,0.0337182670522018
XRCC6|2547,16486.3999739304,0.35976293538196796,0.10952970044355301,3.28461535022071,0.00102121685800238,0.005729443598753829
