mRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MUC6|4588,968.9636788,4.494741592,0.429999494,10.45289973,1.42E-25,2.84E-22
TTC29|83894,4.883498475,3.785865929,0.633650429,5.974691655,2.31E-09,6.44E-08
SLC26A9|115019,69.37326425,3.523186504,0.350143598,10.06211887,8.12E-24,1.35E-20
CLDN18|51208,1070.689679,3.396905616,0.488834983,6.948982244,3.68E-12,2.48E-10
ONECUT3|390874,14.22300328,3.295265032,0.61418625,5.365253671,8.08E-08,1.38E-06
PSAPL1|768239,15.10973941,3.235765264,0.47061889,6.875553311,6.17E-12,3.90E-10
GP2|2813,236.915016,3.22061368,0.461502239,6.978543992,2.98E-12,2.06E-10
CALB1|793,119.3537289,3.028251799,0.405353722,7.470640164,7.98E-14,8.67E-12
MLN|4295,1.019349604,2.998793435,1.140360754,2.62968839,0.008546316,0.026485237
NMUR2|56923,21.14670892,2.943091049,0.419280966,7.019376711,2.23E-12,1.60E-10
EMX1|2016,41.45607096,2.809574707,0.333018275,8.43669827,3.26E-17,9.74E-15
C1orf110|339512,4.047895081,2.698550698,0.569983861,4.73443352,2.20E-06,2.38E-05
CIB4|130106,1.029986129,2.641870621,0.656786975,4.022416281,5.76E-05,0.000391559
ZNF479|90827,1.23940053,2.495066083,1.046097102,2.385119008,0.017073597,0.046740287
GABRP|2568,541.4292029,2.475956493,0.330519373,7.491108527,6.83E-14,7.59E-12
NEUROG3|50674,19.54709949,2.473278934,0.41159069,6.009074051,1.87E-09,5.43E-08
FEZF1|389549,80.66054698,2.468917377,0.353412698,6.985932848,2.83E-12,1.99E-10
TRY6|154754,85.98833133,2.468180323,0.455768813,5.415421708,6.11E-08,1.07E-06
SEMG1|6406,72.63790391,2.450833966,0.392411405,6.245572724,4.22E-10,1.50E-08
ANXA10|11199,86.58785153,2.42372148,0.629177391,3.852206889,0.000117058,0.000721395
EN2|2020,48.10806098,2.408240987,0.352829715,6.825505002,8.76E-12,5.31E-10
CCK|885,14.44135919,2.342801271,0.454364304,5.156217714,2.52E-07,3.66E-06
C17orf78|284099,33.51997345,2.304530939,0.466933247,4.935461238,8.00E-07,9.82E-06
DEFA6|1671,735.1890864,2.29526891,0.391647965,5.860540884,4.61E-09,1.17E-07
SEMG2|6407,4.603883298,2.278347457,0.591812768,3.849777463,0.000118225,0.000727243
VNN1|8876,868.6560959,2.272568492,0.264074824,8.605774898,7.58E-18,2.52E-15
CCL25|6370,29.14425652,2.218485282,0.402773683,5.508019454,3.63E-08,6.96E-07
NXF3|56000,79.29800764,2.202810084,0.443886109,4.962556924,6.96E-07,8.69E-06
ZIC5|85416,133.2364936,2.161670196,0.418390705,5.166630546,2.38E-07,3.49E-06
LOC400891|400891,0.819502958,2.156402601,0.497935818,4.330683841,1.49E-05,0.000122583
SP9|100131390,2.24151098,2.125911427,0.600169481,3.542185155,0.000396827,0.002035804
PON1|5444,8.107815314,2.083073473,0.404595688,5.148531076,2.63E-07,3.80E-06
HESRG|790952,3.093676857,2.069415657,0.437541127,4.729648321,2.25E-06,2.43E-05
TRPV6|55503,53.10802612,2.062984791,0.392683826,5.25355173,1.49E-07,2.32E-06
PRSS1|5644,96.86450047,2.051827908,0.411740017,4.983309427,6.25E-07,7.92E-06
C2orf65|130951,20.18793807,2.051675029,0.290765646,7.056112224,1.71E-12,1.28E-10
MSH4|4438,5.688138569,2.02155589,0.29256763,6.909704567,4.86E-12,3.12E-10
MIA|8190,174.8303249,2.013556091,0.301035385,6.688768791,2.25E-11,1.17E-09
FOXD1|2297,172.4738528,2.005081307,0.295858793,6.777156383,1.23E-11,6.94E-10
DMBX1|127343,43.2889708,1.983640987,0.268274078,7.394083704,1.42E-13,1.46E-11
TCN1|6947,1633.47797,1.974601186,0.363417879,5.433417835,5.53E-08,9.92E-07
RTBDN|83546,7.2489534,1.899148525,0.30817709,6.162523379,7.16E-10,2.39E-08
TPRXL|348825,60.97906359,1.898353127,0.289396866,6.559687928,5.39E-11,2.48E-09
PRSS21|10942,90.31325534,1.89467795,0.43087686,4.397260858,1.10E-05,9.39E-05
AQP5|362,347.3791708,1.893540451,0.42287807,4.477745677,7.54E-06,6.79E-05
CTSE|1510,3394.897798,1.892351674,0.354635582,5.336045706,9.50E-08,1.57E-06
CGB8|94115,1.078744245,1.852746366,0.661787072,2.799611,0.005116422,0.017309797
PIWIL1|9271,308.6720329,1.807187681,0.324030002,5.577223312,2.44E-08,4.94E-07
CGB5|93659,3.354761696,1.80643841,0.482016422,3.747669846,0.000178485,0.001035492
SPRR3|6707,28.86522434,1.778469027,0.499364271,3.561466311,0.000368789,0.001914106
PLA2G3|50487,117.5198501,1.759298939,0.384257088,4.578442381,4.68E-06,4.49E-05
CEACAM20|125931,1.957748729,1.758479918,0.508994924,3.454808355,0.000550684,0.002668423
TNNT1|7138,231.839669,1.753591117,0.356918992,4.913134792,8.96E-07,1.09E-05
TFF2|7032,288.8108404,1.739851272,0.330470561,5.264769328,1.40E-07,2.20E-06
C14orf105|55195,14.71192768,1.725389835,0.429632148,4.01597004,5.92E-05,0.000400107
PAX9|5083,104.4031966,1.704462203,0.208358699,8.180422555,2.83E-16,6.43E-14
KRT6B|3854,837.5260214,1.678522753,0.309363535,5.425729161,5.77E-08,1.03E-06
ZIC2|7546,303.0955266,1.670314771,0.347329435,4.809021644,1.52E-06,1.73E-05
REG3A|5068,3324.221058,1.669946396,0.417537666,3.999510784,6.35E-05,0.000425526
DRGX|644168,3.297092399,1.659200103,0.592855824,2.798657002,0.005131562,0.017346343
CYP4Z1|199974,2.025599512,1.655755959,0.400868928,4.130417312,3.62E-05,0.000264265
AMH|268,54.66092706,1.652141792,0.260070298,6.352673883,2.12E-10,8.11E-09
AIPL1|23746,0.399383179,1.645201741,0.656757366,2.505037366,0.012243846,0.035646008
CYMP|643160,0.615622372,1.63517239,0.654361978,2.498880504,0.012458631,0.036129308
CLEC3A|10143,2.052974096,1.632875541,0.537173062,3.039756935,0.002367691,0.009098596
MIOX|55586,5.492507853,1.621892636,0.293366207,5.528559864,3.23E-08,6.30E-07
CELA3A|10136,0.957002812,1.61383536,0.449128586,3.593259058,0.000326568,0.001723459
DUSP4|1846,1313.272671,1.61324507,0.214573116,7.518393265,5.55E-14,6.41E-12
NPSR1|387129,200.3326822,1.599809395,0.50288542,3.181260249,0.001466358,0.006101589
SLC6A14|11254,973.1710404,1.596176935,0.267495541,5.967116041,2.41E-09,6.70E-08
CPNE4|131034,4.671389038,1.595959255,0.33878055,4.710893989,2.47E-06,2.61E-05
FGF8|2253,1.82729433,1.585855421,0.27712373,5.722553672,1.05E-08,2.39E-07
TFAP2A|7020,284.7718549,1.562798293,0.225227231,6.938762623,3.96E-12,2.59E-10
CA8|767,413.5033779,1.551738252,0.274041478,5.662421111,1.49E-08,3.25E-07
GALNT9|50614,27.56743644,1.545245776,0.341197146,4.528894208,5.93E-06,5.51E-05
ONECUT2|9480,293.8745551,1.537149652,0.202857361,7.577490156,3.52E-14,4.49E-12
C3orf72|401089,2.626875153,1.516582403,0.433306675,3.500020868,0.000465222,0.002327622
PNPLA3|80339,58.55012825,1.51365515,0.282005501,5.367466743,7.99E-08,1.36E-06
GPR110|266977,121.1207498,1.503284705,0.292221945,5.144325158,2.68E-07,3.88E-06
AAA1|404744,3.952795509,1.501461297,0.35654255,4.21117002,2.54E-05,0.000195179
SYCE2|256126,20.24723579,1.494935551,0.197226201,7.579802004,3.46E-14,4.44E-12
AKAP14|158798,1.84723478,1.478565933,0.321436051,4.599875868,4.23E-06,4.11E-05
MUC17|140453,4703.398088,1.478274401,0.336884658,4.388072792,1.14E-05,9.78E-05
HAPLN2|60484,3.203417602,1.474991461,0.303341347,4.862480744,1.16E-06,1.36E-05
LAIR2|3904,22.60107805,1.468941796,0.255999062,5.738074911,9.58E-09,2.21E-07
NOL4|8715,13.66279596,1.468006825,0.377335212,3.890458078,0.000100055,0.0006312
ZSCAN4|201516,3.195579887,1.460302789,0.36803921,3.967791335,7.25E-05,0.000477044
GJB5|2709,193.0143818,1.457210017,0.329414512,4.423636375,9.71E-06,8.45E-05
LYZ|4069,47474.20565,1.448143758,0.239664064,6.042390059,1.52E-09,4.55E-08
SOX30|11063,45.00596535,1.441972023,0.201359171,7.161193666,8.00E-13,6.78E-11
C19orf51|352909,76.3627076,1.438981349,0.212719598,6.76468628,1.34E-11,7.48E-10
CDH16|1014,51.32292656,1.437769942,0.361891694,3.972928822,7.10E-05,0.000469337
ARX|170302,22.6410357,1.435160721,0.345748106,4.150885266,3.31E-05,0.000244849
PRMT8|56341,1.223675454,1.42960921,0.420922294,3.396373227,0.000682852,0.003189832
TNFRSF6B|8771,2508.348446,1.413260895,0.227519553,6.211601934,5.24E-10,1.81E-08
CA9|768,3395.452395,1.408411702,0.274775046,5.125689996,2.96E-07,4.23E-06
CAMK2N2|94032,48.06532504,1.401087185,0.208519716,6.719207238,1.83E-11,9.77E-10
TNFSF9|8744,415.6727139,1.399118822,0.219649802,6.369770483,1.89E-10,7.37E-09
TTC9B|148014,4.594194619,1.386618452,0.230397086,6.018385365,1.76E-09,5.16E-08
DMRTA2|63950,57.93813964,1.384445001,0.379966132,3.64360106,0.00026885,0.001464178
BTBD17|388419,1.12340121,1.382909239,0.441905701,3.129421584,0.001751508,0.007104799
PLA2G2F|64600,45.17831812,1.381028785,0.376220666,3.670794588,0.000241798,0.001338723
CITED1|4435,82.87908955,1.379746406,0.216753845,6.36549911,1.95E-10,7.50E-09
LOC146336|146336,110.4004276,1.372292165,0.367225947,3.736915041,0.000186292,0.001073621
ANPEP|290,4382.85926,1.371777709,0.256909031,5.33954647,9.32E-08,1.54E-06
RGR|5995,9.729422331,1.361508322,0.439216316,3.099858255,0.001936133,0.007714825
DEFA5|1670,760.0606014,1.359703291,0.425052852,3.198904056,0.001379511,0.005795684
SLC25A21|89874,18.26969342,1.353333562,0.310570778,4.357568893,1.32E-05,0.000110228
SLC18A1|6570,123.1639149,1.347439469,0.342399449,3.935285152,8.31E-05,0.000536928
LOC84740|84740,651.2021227,1.347040153,0.395063112,3.409683443,0.000650383,0.003068986
SYT8|90019,82.24237983,1.344249222,0.236652105,5.680275778,1.34E-08,2.98E-07
C3orf57|165679,81.18721586,1.325894909,0.329977814,4.018133499,5.87E-05,0.000397392
ABCA12|26154,93.82750445,1.321059842,0.414854632,3.184392173,0.001450583,0.006043493
CA6|765,2.635513219,1.320728069,0.506163753,2.609290096,0.009073029,0.027803009
OTC|5009,145.068606,1.320041565,0.346007425,3.815067159,0.000136146,0.000821311
C11orf90|387804,13.18987103,1.319295005,0.24345539,5.419042078,5.99E-08,1.05E-06
TRNP1|388610,563.679918,1.317704865,0.222272852,5.928321221,3.06E-09,8.15E-08
LYZL4|131375,0.805101155,1.315541188,0.384040416,3.425527972,0.000613606,0.002928695
FBXW10|10517,4.576934975,1.310579177,0.265169081,4.94242832,7.72E-07,9.50E-06
SLC9A4|389015,4.050008287,1.310426118,0.306645015,4.273430358,1.92E-05,0.000153484
ACCN3|9311,23.10645759,1.30357256,0.199844503,6.522934295,6.89E-11,3.06E-09
TRIM7|81786,328.8248345,1.300634862,0.255050573,5.099517511,3.41E-07,4.74E-06
HSPA4L|22824,380.2932452,1.300457341,0.186301832,6.980378721,2.94E-12,2.04E-10
FOXD4|2298,21.94987561,1.298203345,0.167015801,7.772937261,7.67E-15,1.21E-12
NXPH4|11247,261.6507977,1.28156329,0.285869914,4.48302961,7.36E-06,6.64E-05
GAD1|2571,143.7476121,1.272961041,0.242284915,5.253983884,1.49E-07,2.32E-06
RAB27B|5874,101.6689824,1.271707443,0.209641467,6.066106379,1.31E-09,4.06E-08
KRT84|3890,0.815579921,1.271091223,0.521239558,2.438593163,0.014744558,0.041401525
C11orf92|399948,452.471416,1.270952977,0.268117597,4.740281836,2.13E-06,2.32E-05
TEX19|400629,7.70501907,1.2622067,0.223407707,5.649790326,1.61E-08,3.45E-07
BTN1A1|696,30.74551618,1.261725287,0.250118595,5.044508139,4.55E-07,6.03E-06
AQP10|89872,2.335138905,1.25997143,0.386022307,3.263986059,0.001098566,0.004764502
AQP2|359,3.316655249,1.253201722,0.356100764,3.519233449,0.000432796,0.002190597
FXYD4|53828,9.097897522,1.248766834,0.318327001,3.922905789,8.75E-05,0.000560042
RAB26|25837,174.4796474,1.248412304,0.249916517,4.995317304,5.87E-07,7.53E-06
C1orf168|199920,9.591539505,1.245903266,0.335105774,3.717940308,0.000200854,0.001145535
KLK9|284366,3.006537602,1.231062173,0.431576904,2.85247464,0.004338027,0.0150402
ACTL8|81569,85.82581349,1.228536974,0.299546896,4.101317654,4.11E-05,0.000293927
FOXD4L1|200350,10.47953386,1.228246316,0.157452616,7.800736184,6.15E-15,9.85E-13
KLK3|354,43.50233385,1.225758165,0.332429471,3.68727285,0.00022667,0.001265481
TCAM1P|146771,10.92280913,1.211646678,0.37668471,3.216607005,0.001297162,0.005497062
UNC5A|90249,32.20822865,1.204550286,0.264821169,4.548542287,5.40E-06,5.10E-05
LCK|3932,841.7602278,1.203621201,0.190145796,6.329991137,2.45E-10,9.25E-09
TLE6|79816,40.32801118,1.203343539,0.204131123,5.89495381,3.75E-09,9.76E-08
KLK12|43849,242.5897581,1.199352809,0.325410841,3.685657196,0.000228113,0.001271761
PCSK1|5122,1192.20513,1.197931282,0.354542856,3.378805303,0.000728015,0.003372447
TRIM72|493829,38.02201193,1.197272293,0.473522098,2.528440169,0.011457061,0.033693869
IL1F9|56300,3.594487973,1.197055865,0.246996851,4.846441811,1.26E-06,1.47E-05
KIR2DL1|3802,1.548812755,1.189405423,0.4562341,2.607006846,0.009133753,0.027941992
BARX2|8538,299.5697203,1.183917437,0.231356404,5.117288375,3.10E-07,4.39E-06
NAT8B|51471,30.5414158,1.183602959,0.299020108,3.958272121,7.55E-05,0.000493375
XKR9|389668,136.9250761,1.182819779,0.243682841,4.853931343,1.21E-06,1.42E-05
SERPINB5|5268,3357.111744,1.179929862,0.221869939,5.318115057,1.05E-07,1.70E-06
GCNT3|9245,4553.749229,1.169158288,0.223120682,5.240026502,1.61E-07,2.47E-06
CHST4|10164,174.0124163,1.159369662,0.373183938,3.106697649,0.001891898,0.007581999
KRT6C|286887,32.08192656,1.159093855,0.314251496,3.688427486,0.000225644,0.001260809
CREG2|200407,13.79103029,1.157856067,0.297639884,3.890124042,0.000100193,0.000631472
FIBCD1|84929,630.4678167,1.154528941,0.293744323,3.930387247,8.48E-05,0.000545342
CATSPERB|79820,41.01316292,1.154015262,0.210084207,5.493108117,3.95E-08,7.48E-07
ABCG8|64241,20.29159365,1.153085888,0.336256547,3.429184942,0.000605397,0.002895653
SP8|221833,21.10370097,1.152602381,0.324796854,3.548687028,0.000387157,0.001992374
C11orf41|25758,250.9205851,1.150537301,0.253671884,4.535533393,5.75E-06,5.37E-05
KLK4|9622,32.62930889,1.143042422,0.274122969,4.169816284,3.05E-05,0.000228583
CELA3B|23436,0.942562754,1.141981503,0.379902382,3.005986691,0.002647206,0.009971524
CNTD2|79935,160.1318284,1.139179291,0.190668817,5.974649175,2.31E-09,6.44E-08
C1QTNF8|390664,2.249701739,1.137953771,0.309259114,3.679612726,0.000233588,0.00129975
LRRC26|389816,129.5164101,1.135203469,0.27942693,4.062612975,4.85E-05,0.000338012
GPR126|57211,1349.827327,1.134400153,0.167581979,6.769225195,1.29E-11,7.27E-10
PLCH2|9651,236.7796931,1.134149448,0.223638581,5.071349696,3.95E-07,5.37E-06
C11orf20|25858,23.52853501,1.125538929,0.255940352,4.397661104,1.09E-05,9.38E-05
PAX2|5076,2.952870447,1.124328029,0.3537079,3.178690753,0.001479418,0.006144425
KIR2DL3|3804,2.413553259,1.122417579,0.381439414,2.942584163,0.003254853,0.011819602
HOXC5|3222,13.50230374,1.118254219,0.323112075,3.460886501,0.0005384,0.002618414
LCN2|3934,26569.00164,1.115697228,0.227281483,4.90887868,9.16E-07,1.11E-05
DKFZP434K028|26070,1.207894828,1.11384249,0.30168526,3.692067982,0.000222438,0.001246027
CDKN2A|1029,289.9543254,1.111121995,0.201530609,5.513415553,3.52E-08,6.77E-07
IL17C|27189,10.94300449,1.107684353,0.271416394,4.081125456,4.48E-05,0.000316816
KLKP1|606293,1.124708609,1.105566417,0.399527615,2.76718398,0.005654284,0.01879873
OTX1|5013,79.11279668,1.104598923,0.183445611,6.02139739,1.73E-09,5.07E-08
SLC28A3|64078,147.5788832,1.1033842,0.259251046,4.256045312,2.08E-05,0.000163886
KLHL35|283212,206.1894374,1.102624634,0.181969927,6.059378351,1.37E-09,4.20E-08
CPS1|1373,250.8702456,1.095943006,0.320422002,3.420311332,0.000625495,0.002973158
ACTBL2|345651,3.497412777,1.09528355,0.393496643,2.783463518,0.005378191,0.018024646
SULT1C2|6819,434.0441213,1.09512446,0.212623977,5.150521934,2.60E-07,3.76E-06
LOC647946|647946,45.43069568,1.094368642,0.19675485,5.562092327,2.67E-08,5.30E-07
ROPN1B|152015,2.116446605,1.092326994,0.317720854,3.438008492,0.000586009,0.002813014
KIR3DL1|3811,2.054390095,1.090609649,0.426931421,2.554531235,0.010633089,0.031685369
C8orf75|619351,7.095289611,1.086637551,0.249121309,4.361881183,1.29E-05,0.000108578
C20orf56|140828,2512.640547,1.082400642,0.273413659,3.958838939,7.53E-05,0.000492767
DRD5|1816,2.878015537,1.080118784,0.438810301,2.461470896,0.013836862,0.039271867
KLK11|11012,484.0540867,1.077110712,0.282725391,3.809741702,0.000139112,0.000836681
IFNE|338376,4.920065709,1.076706532,0.374531431,2.874809544,0.004042713,0.014166142
NOS2|4843,2426.294321,1.076315625,0.225469293,4.773668336,1.81E-06,2.02E-05
CHRNA7|1139,37.07572936,1.073474546,0.318012623,3.37557212,0.000736624,0.0034068
GHRHR|2692,1.100412644,1.070435353,0.415444506,2.5766025,0.009977662,0.030045668
ULBP2|80328,126.2343981,1.066765767,0.213407432,4.998728285,5.77E-07,7.41E-06
HOXC6|3223,94.96247028,1.064129197,0.317596609,3.35056851,0.000806459,0.003675378
CCDC33|80125,3.322664385,1.060983401,0.283614427,3.740935932,0.000183336,0.001058723
HMSD|284293,6.591712669,1.060195676,0.31030487,3.416625961,0.000634023,0.003003126
C2CD4B|388125,237.6930258,1.058890615,0.20963719,5.051062828,4.39E-07,5.89E-06
INSM1|3642,77.52291061,1.058746717,0.326310752,3.24459648,0.001176172,0.005053949
RARRES1|5918,1440.157885,1.057120055,0.203876243,5.185106616,2.16E-07,3.20E-06
C14orf115|55237,15.44688142,1.052758286,0.302755799,3.477252264,0.000506581,0.002495213
CDHR4|389118,0.759470309,1.0504975,0.338015615,3.10783719,0.001884619,0.007555855
TDH|157739,0.837514277,1.049794344,0.358717182,2.926523727,0.003427734,0.012348733
SLC14A1|6563,344.1629732,1.047666121,0.325242547,3.2211841,0.001276621,0.005421506
ABCA17P|650655,14.10724035,1.041580996,0.299905184,3.473034319,0.00051461,0.002525641
PDC|5132,0.935969544,1.040892357,0.371947901,2.798489666,0.005134221,0.017352401
CYP2C9|1559,20.73423519,1.039175833,0.287311134,3.616900674,0.000298152,0.001598937
ART3|419,83.22401646,1.038209715,0.293897849,3.532552953,0.000411568,0.002098555
SOX2OT|347689,5.271671726,1.037402639,0.315484779,3.288281106,0.001008011,0.004417754
HSPA6|3310,484.0760052,1.03691374,0.194571019,5.329230141,9.86E-08,1.61E-06
MYH4|4622,14.2672559,1.036001306,0.329491707,3.144240919,0.001665183,0.006797372
C14orf184|650662,6.117628587,1.035114603,0.2214736,4.67376068,2.96E-06,3.05E-05
COL9A2|1298,646.0676825,1.031286746,0.195698036,5.26978589,1.37E-07,2.14E-06
ZNF683|257101,54.66120329,1.030613576,0.265944532,3.875295224,0.000106496,0.000664907
SPRR1A|6698,14.15810136,1.028087718,0.424673955,2.420887145,0.015482683,0.043104928
PRKCG|5582,106.8846747,1.028037428,0.307065377,3.347943161,0.000814137,0.003701936
IQUB|154865,6.008113374,1.026295285,0.167517964,6.12647898,8.98E-10,2.94E-08
FOXD4L6|653404,3.666543587,1.025659399,0.172701356,5.938919204,2.87E-09,7.75E-08
IL1F7|27178,11.31594363,1.017861207,0.319690348,3.183897212,0.001453066,0.006052575
GRAMD1B|57476,131.3285737,1.013512077,0.232977116,4.350264497,1.36E-05,0.000113458
REG4|83998,30562.26781,1.011802867,0.38181064,2.650012233,0.008048886,0.025248881
WNT7B|7477,77.71213608,1.008943547,0.269133385,3.748860618,0.00017764,0.00103202
DNAH2|146754,267.034848,1.001953377,0.216325024,4.631703532,3.63E-06,3.61E-05
IGF2BP3|10643,432.4142569,0.992960713,0.29110212,3.411039093,0.000647158,0.003056653
SDR16C5|195814,808.8419549,0.992471699,0.262497328,3.780883049,0.000156273,0.0009246
L1TD1|54596,1864.565685,0.990316715,0.368635025,2.686442272,0.007221743,0.023074265
ALPPL2|251,74.16653882,0.986623518,0.322614119,3.058215554,0.002226594,0.008656185
ALOXE3|59344,12.12920404,0.984130057,0.254419164,3.868144365,0.000109667,0.000680745
RLBP1|6017,6.781680542,0.980378406,0.332406651,2.949334509,0.003184591,0.011612955
DPF1|8193,18.23991104,0.979481097,0.231285606,4.234941874,2.29E-05,0.000178375
C2CD4A|145741,1126.78479,0.97834705,0.184798947,5.29411594,1.20E-07,1.91E-06
BST2|684,3631.970376,0.97697299,0.188490232,5.183149171,2.18E-07,3.23E-06
C14orf53|440184,13.14345382,0.973966181,0.372255222,2.616393601,0.008886405,0.027331642
CLCA3P|9629,3.243058901,0.971656328,0.300528118,3.233162785,0.001224278,0.00523367
UTS2|10911,29.28609183,0.971550578,0.33028237,2.941575652,0.003265471,0.011847403
FAM69C|125704,15.56386786,0.97142182,0.312035247,3.113179774,0.001850832,0.007444538
PLLP|51090,652.136802,0.971329359,0.182297311,5.328270373,9.92E-08,1.62E-06
DMBT1|1755,17969.76529,0.967808826,0.335025847,2.888758686,0.003867658,0.013655617
PRODH|5625,454.6751086,0.963929015,0.265819363,3.626255832,0.00028756,0.001550193
C9orf70|84850,7.033683716,0.962474621,0.346150448,2.78050953,0.005427367,0.018165101
CYP4X1|260293,422.7568542,0.961955922,0.239625103,4.014420488,5.96E-05,0.000402337
CAPN14|440854,15.25264709,0.958130208,0.293464589,3.264892064,0.001095058,0.004751349
APC2|10297,37.2638802,0.955984486,0.19279671,4.958510367,7.10E-07,8.85E-06
RAET1K|646024,13.6980015,0.953947493,0.165589297,5.760924821,8.37E-09,1.96E-07
KCNK15|60598,45.27212726,0.953779847,0.263777247,3.615853369,0.00029936,0.001604126
GALNT8|26290,416.2298463,0.94756347,0.278879159,3.39775648,0.000679409,0.003175231
AGR3|155465,1874.253414,0.946244281,0.22514719,4.202780781,2.64E-05,0.000201783
PNMA2|10687,290.5054223,0.944534804,0.225063782,4.19674278,2.71E-05,0.000206604
GPR158|57512,53.91626721,0.936606812,0.235641538,3.974710141,7.05E-05,0.0004663
ALPP|250,41.06874289,0.934438414,0.366873727,2.54703007,0.010864407,0.032240156
HSD17B1|3292,78.54876803,0.933114617,0.138442199,6.740102534,1.58E-11,8.72E-10
C11orf9|745,2172.038984,0.933006116,0.181914629,5.12881302,2.92E-07,4.16E-06
TMEM61|199964,93.11532412,0.932787301,0.227087188,4.107617473,4.00E-05,0.000287569
CDRT1|374286,8.111686317,0.93107204,0.230506321,4.039247326,5.36E-05,0.000368165
LOC100130238|100130238,38.73559304,0.928553837,0.196911477,4.715590236,2.41E-06,2.56E-05
PLA2G2A|5320,10922.16285,0.928028194,0.299039211,3.103366243,0.001913327,0.007649483
CD164L2|388611,14.41551322,0.927435709,0.229216733,4.046108226,5.21E-05,0.000358739
UGT1A1|54658,78.17478163,0.927118,0.365624146,2.535713275,0.011221857,0.033129288
LOC150197|150197,33.57790858,0.92496075,0.172525055,5.361312579,8.26E-08,1.40E-06
ELOVL3|83401,9.971652761,0.922364162,0.208946564,4.414354297,1.01E-05,8.76E-05
HTR1D|3352,457.792437,0.918981719,0.192060175,4.784863488,1.71E-06,1.92E-05
FAM83A|84985,70.22502911,0.914532633,0.271781484,3.364955624,0.00076556,0.003518654
PTCHD2|57540,14.5256953,0.910006728,0.200372205,4.541581644,5.58E-06,5.24E-05
PF4V1|5197,5.599363559,0.906963028,0.271174922,3.344568231,0.000824108,0.003740468
GNG13|51764,5.344549801,0.905591184,0.348073782,2.601721908,0.009275703,0.028268137
C11orf53|341032,92.56130615,0.901933071,0.253643185,3.555912885,0.000376669,0.001947421
C11orf93|120376,226.1266762,0.901728523,0.207490809,4.345872122,1.39E-05,0.000115447
RNF183|138065,164.5654887,0.901697893,0.160405639,5.621360313,1.89E-08,3.98E-07
TFR2|7036,204.6093745,0.900312164,0.171990433,5.234664201,1.65E-07,2.54E-06
FBXL16|146330,362.8823118,0.899454695,0.192124052,4.681635052,2.85E-06,2.96E-05
C17orf82|388407,11.7733236,0.897622028,0.180929536,4.96116912,7.01E-07,8.75E-06
CCDC42B|387885,16.01401013,0.897209143,0.175977277,5.098437472,3.42E-07,4.76E-06
AGR2|10551,43954.13036,0.896834524,0.169019824,5.306090741,1.12E-07,1.81E-06
KRT17|3872,993.1098263,0.89340384,0.247410365,3.611020266,0.000304995,0.001629083
GNLY|10578,243.8531491,0.893374749,0.228389849,3.91162196,9.17E-05,0.00058388
C8G|733,43.18299267,0.890010719,0.248250685,3.585128962,0.000336912,0.001772516
CLDN2|9075,8444.079814,0.887389114,0.246104665,3.605738699,0.000311266,0.001656982
KLRC1|3821,11.02616827,0.886197912,0.219060842,4.045441907,5.22E-05,0.000359421
TM4SF4|7104,137.3088324,0.886178582,0.306821792,2.888251764,0.003873897,0.013675231
CALHM3|119395,9.072063989,0.883251025,0.369481231,2.390516628,0.016824687,0.046178987
CCRL1|51554,80.9952256,0.882768952,0.208809075,4.227636912,2.36E-05,0.000183263
C2CD4C|126567,41.37772392,0.88266028,0.192978824,4.573871177,4.79E-06,4.57E-05
CCDC129|223075,10.36205739,0.881847043,0.308292966,2.860418954,0.004230817,0.014711854
PLA2G4A|5321,558.1211276,0.88110769,0.235559311,3.740491877,0.00018366,0.001059714
ABCG5|64240,29.19879801,0.878404354,0.255716559,3.435070282,0.0005924,0.002840283
LYG1|129530,20.40997709,0.874623394,0.184669257,4.736161338,2.18E-06,2.36E-05
HIST1H4A|8359,0.845670246,0.873749465,0.301026541,2.902566211,0.003701189,0.013158253
CHST5|23563,877.0241939,0.871550114,0.276508736,3.151980398,0.001621672,0.006640088
ZDHHC11|79844,96.62012487,0.869930381,0.231950754,3.750496019,0.000176485,0.001025974
KBTBD12|166348,96.76461655,0.869605496,0.336066439,2.587599934,0.009664716,0.029257491
CXCL11|6373,820.715332,0.869183074,0.228172224,3.809329025,0.000139344,0.000837826
KIR2DL4|3805,13.19956653,0.868052591,0.272666094,3.183573646,0.001454691,0.006058082
SLC6A8|6535,5243.102783,0.866271536,0.15853686,5.464164845,4.65E-08,8.54E-07
PKD2L1|9033,6.111419554,0.866193512,0.223673293,3.872583537,0.000107688,0.000671094
DNAH5|1767,61.98918443,0.860973795,0.182717746,4.712042545,2.45E-06,2.60E-05
ZNF578|147660,35.1088045,0.85989813,0.214370181,4.011276776,6.04E-05,0.000407046
C10orf81|79949,2096.306179,0.859809582,0.143680538,5.98417568,2.17E-09,6.15E-08
HIST1H2AJ|8331,3.211748932,0.858963105,0.19362411,4.436240433,9.15E-06,8.03E-05
RHOV|171177,327.4336793,0.857369903,0.162347052,5.28109313,1.28E-07,2.03E-06
CXCL17|284340,44.38771485,0.856852579,0.354503463,2.417049953,0.01564687,0.043471256
FAM81A|145773,436.7689686,0.853406635,0.139435814,6.120426383,9.33E-10,3.03E-08
SYTL1|84958,766.5288782,0.853392962,0.164052462,5.201951561,1.97E-07,2.95E-06
