Seperator Type,Three-Fold Run,TP,FP,FN,TN,Accuracy,Sensitivity,Specificity,Precision,Miss Rate,False discovery rate,False omission rate,ROC_AUC,PR Logistic,Included Muts
Pval<0.05,0,32,16,78,104,0.591304347826087,0.2909090909090909,0.8666666666666667,0.6666666666666666,0.7090909090909091,0.3333333333333333,0.42857142857142855,0,0,134
Pval<0.05,1,33,16,77,104,0.5956521739130435,0.3,0.8666666666666667,0.673469387755102,0.7,0.32653061224489793,0.425414364640884,0,0,134
Pval<0.05,2,32,16,78,104,0.591304347826087,0.2909090909090909,0.8666666666666667,0.6666666666666666,0.7090909090909091,0.3333333333333333,0.42857142857142855,0,0,134
Pval<0.05,3,32,15,78,105,0.5956521739130435,0.2909090909090909,0.875,0.6808510638297872,0.7090909090909091,0.3191489361702128,0.4262295081967213,0,0,134
Pval<0.05,4,32,17,78,103,0.5869565217391305,0.2909090909090909,0.8583333333333333,0.6530612244897959,0.7090909090909091,0.3469387755102041,0.430939226519337,0,0,134
Pval<0.01,0,33,18,77,102,0.5869565217391305,0.3,0.85,0.6470588235294118,0.7,0.35294117647058826,0.4301675977653631,0,0,53
Pval<0.01,1,33,18,77,102,0.5869565217391305,0.3,0.85,0.6470588235294118,0.7,0.35294117647058826,0.4301675977653631,0,0,53
Pval<0.01,2,33,18,77,102,0.5869565217391305,0.3,0.85,0.6470588235294118,0.7,0.35294117647058826,0.4301675977653631,0,0,53
Pval<0.01,3,33,18,77,102,0.5869565217391305,0.3,0.85,0.6470588235294118,0.7,0.35294117647058826,0.4301675977653631,0,0,53
Pval<0.01,4,33,18,77,102,0.5869565217391305,0.3,0.85,0.6470588235294118,0.7,0.35294117647058826,0.4301675977653631,0,0,53
Pval<0.005,0,29,14,81,106,0.5869565217391305,0.2636363636363636,0.8833333333333333,0.6744186046511628,0.7363636363636363,0.32558139534883723,0.43315508021390375,0,0,29
Pval<0.005,1,29,14,81,106,0.5869565217391305,0.2636363636363636,0.8833333333333333,0.6744186046511628,0.7363636363636363,0.32558139534883723,0.43315508021390375,0,0,29
Pval<0.005,2,29,14,81,106,0.5869565217391305,0.2636363636363636,0.8833333333333333,0.6744186046511628,0.7363636363636363,0.32558139534883723,0.43315508021390375,0,0,29
Pval<0.005,3,29,14,81,106,0.5869565217391305,0.2636363636363636,0.8833333333333333,0.6744186046511628,0.7363636363636363,0.32558139534883723,0.43315508021390375,0,0,29
Pval<0.005,4,29,14,81,106,0.5869565217391305,0.2636363636363636,0.8833333333333333,0.6744186046511628,0.7363636363636363,0.32558139534883723,0.43315508021390375,0,0,29
Chi>3.84,0,35,14,75,106,0.6130434782608696,0.3181818181818182,0.8833333333333333,0.7142857142857143,0.6818181818181818,0.2857142857142857,0.4143646408839779,0,0,66
Chi>3.84,1,34,14,76,106,0.6086956521739131,0.3090909090909091,0.8833333333333333,0.7083333333333334,0.6909090909090909,0.2916666666666667,0.4175824175824176,0,0,66
Chi>3.84,2,35,14,75,106,0.6130434782608696,0.3181818181818182,0.8833333333333333,0.7142857142857143,0.6818181818181818,0.2857142857142857,0.4143646408839779,0,0,66
Chi>3.84,3,35,12,75,108,0.6217391304347826,0.3181818181818182,0.9,0.7446808510638298,0.6818181818181818,0.2553191489361702,0.4098360655737705,0,0,66
Chi>3.84,4,35,16,75,104,0.6043478260869565,0.3181818181818182,0.8666666666666667,0.6862745098039216,0.6818181818181818,0.3137254901960784,0.41899441340782123,0,0,66
Chi>7.68,0,34,14,76,106,0.6086956521739131,0.3090909090909091,0.8833333333333333,0.7083333333333334,0.6909090909090909,0.2916666666666667,0.4175824175824176,0,0,26
Chi>7.68,1,34,14,76,106,0.6086956521739131,0.3090909090909091,0.8833333333333333,0.7083333333333334,0.6909090909090909,0.2916666666666667,0.4175824175824176,0,0,26
Chi>7.68,2,34,14,76,106,0.6086956521739131,0.3090909090909091,0.8833333333333333,0.7083333333333334,0.6909090909090909,0.2916666666666667,0.4175824175824176,0,0,26
Chi>7.68,3,34,14,76,106,0.6086956521739131,0.3090909090909091,0.8833333333333333,0.7083333333333334,0.6909090909090909,0.2916666666666667,0.4175824175824176,0,0,26
Chi>7.68,4,34,14,76,106,0.6086956521739131,0.3090909090909091,0.8833333333333333,0.7083333333333334,0.6909090909090909,0.2916666666666667,0.4175824175824176,0,0,26
Chi>15.36,0,30,12,80,108,0.6,0.2727272727272727,0.9,0.7142857142857143,0.7272727272727273,0.2857142857142857,0.425531914893617,0,0,15
Chi>15.36,1,30,12,80,108,0.6,0.2727272727272727,0.9,0.7142857142857143,0.7272727272727273,0.2857142857142857,0.425531914893617,0,0,15
Chi>15.36,2,30,12,80,108,0.6,0.2727272727272727,0.9,0.7142857142857143,0.7272727272727273,0.2857142857142857,0.425531914893617,0,0,15
Chi>15.36,3,30,12,80,108,0.6,0.2727272727272727,0.9,0.7142857142857143,0.7272727272727273,0.2857142857142857,0.425531914893617,0,0,15
Chi>15.36,4,30,12,80,108,0.6,0.2727272727272727,0.9,0.7142857142857143,0.7272727272727273,0.2857142857142857,0.425531914893617,0,0,15
TP-2FP>2,0,39,23,71,97,0.591304347826087,0.35454545454545455,0.8083333333333333,0.6290322580645161,0.6454545454545455,0.3709677419354839,0.4226190476190476,0,0,91
TP-2FP>2,1,39,23,71,97,0.591304347826087,0.35454545454545455,0.8083333333333333,0.6290322580645161,0.6454545454545455,0.3709677419354839,0.4226190476190476,0,0,91
